model_name,km_driven,fuel_type,transmission,owner,price,link,engine_capacity
2021 Honda Amaze,85.11k km,Diesel,Manual,2nd owner,₹7.16 lakh,https://www.cars24.com/buy-used-honda-amaze-2021-cars-hyderabad-10414142739/,
2023 Toyota Glanza,21.69k km,Petrol,Auto,1st owner,₹9.06 lakh,https://www.cars24.com/buy-used-toyota-glanza-2023-cars-hyderabad-10436348735/,1197cc
2018 Maruti Ciaz,1.2L km,Diesel,Manual,1st owner,₹6.08 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-hyderabad-10480047730/,1248cc
2022 Maruti New Wagon-R,26.94k km,Petrol,Manual,1st owner,₹5.44 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-hyderabad-18635143737/,998cc
2023 Maruti Eeco,14.08k km,Petrol,Manual,1st owner,₹5.69 lakh,https://www.cars24.com/buy-used-maruti-eeco-2023-cars-hyderabad-10492844728/,1197cc
2018 Honda Jazz,64.31k km,Petrol,Auto,1st owner,₹5.41 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-hyderabad-10479243746/,
2022 Maruti New Wagon-R,31.62k km,Petrol,Auto,2nd owner,₹5.66 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-hyderabad-10495246722/,1197cc
2018 Honda City,35.81k km,Petrol,Auto,1st owner,₹8.68 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-hyderabad-10487347720/,1497cc
2019 Honda City,71.21k km,Petrol,Auto,1st owner,₹8.22 lakh,https://www.cars24.com/buy-used-honda-city-2019-cars-hyderabad-10440241723/,1497cc
2023 Tata NEXON,12.62k km,Petrol,Manual,1st owner,₹12.50 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10428346724/,1199cc
2017 Hyundai Creta,76.58k km,Petrol,Manual,2nd owner,₹7.78 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-hyderabad-18682341739/,1591cc
2018 Maruti Alto 800,47.59k km,Petrol,Manual,1st owner,₹2.42 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-hyderabad-10476841730/,796cc
2023 Renault Kwid,11.43k km,Petrol,Manual,1st owner,₹4.68 lakh,https://www.cars24.com/buy-used-renault-kwid-2023-cars-hyderabad-10437448735/,999cc
2021 Hyundai Creta,87.81k km,Petrol,Auto,1st owner,₹13.24 lakh,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-hyderabad-10418842720/,1353cc
2022 KIA SELTOS,61.74k km,Diesel,Auto,1st owner,₹14.27 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-hyderabad-10488346784/,1493cc
2022 KIA SELTOS,88.05k km,Petrol,Auto,1st owner,₹11.29 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-hyderabad-10433549715/,1497cc
2018 Maruti Celerio,32.84k km,Petrol,Auto,2nd owner,₹3.87 lakh,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-hyderabad-10443446729/,998cc
2023 Volkswagen VIRTUS,30.57k km,Petrol,Manual,1st owner,₹13.14 lakh,https://www.cars24.com/buy-used-volkswagen-virtus-2023-cars-hyderabad-10491445722/,999cc
2020 KIA SONET,77.57k km,Diesel,Manual,1st owner,₹8.60 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-hyderabad-10412945798/,1493cc
2017 Maruti Wagon R 1.0,73.24k km,Petrol,Manual,2nd owner,₹3.43 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-hyderabad-10476048789/,998cc
2023 Maruti Eeco,48.67k km,Petrol,Manual,1st owner,₹5.25 lakh,https://www.cars24.com/buy-used-maruti-eeco-2023-cars-hyderabad-10447642731/,1197cc
2023 Tata ALTROZ,20.92k km,Petrol,Manual,1st owner,₹8.85 lakh,https://www.cars24.com/buy-used-tata-altroz-2023-cars-hyderabad-10428441741/,1199cc
2021 Maruti Eeco,75.26k km,Petrol,Manual,1st owner,₹4.42 lakh,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-hyderabad-10421049787/,1196cc
2019 Maruti New Wagon-R,55.20k km,Petrol,Manual,1st owner,₹4.34 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-hyderabad-10488242746/,998cc
2023 Tata ALTROZ,20.92k km,Petrol,Manual,1st owner,₹8.70 lakh,https://www.cars24.com/buy-used-tata-altroz-2023-cars-hyderabad-10419343729/,1199cc
2016 Mahindra XUV500,48.65k km,Diesel,Manual,2nd owner,₹8.74 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-hyderabad-10393343721/,2179cc
2016 Honda Jazz,71.70k km,Petrol,Auto,1st owner,₹4.72 lakh,https://www.cars24.com/buy-used-honda-jazz-2016-cars-hyderabad-10447941748/,1199cc
2018 Honda Amaze,79.08k km,Petrol,Manual,1st owner,₹5.46 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-hyderabad-10525641789/,
2023 Tata NEXON,39.88k km,Petrol,Auto,1st owner,₹10.89 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10431840733/,
2021 Honda City,90.65k km,Petrol,Manual,1st owner,₹9.17 lakh,https://www.cars24.com/buy-used-honda-city-2021-cars-hyderabad-10421642724/,1498cc
2019 Maruti Celerio X,74.89k km,Petrol,Auto,1st owner,₹4.60 lakh,https://www.cars24.com/buy-used-maruti-celerio-x-2019-cars-hyderabad-10464940784/,998cc
2015 Maruti Celerio,59.17k km,Petrol,Auto,2nd owner,₹3.24 lakh,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-hyderabad-10454646784/,998cc
2021 Tata NEXON,51.96k km,Petrol,Manual,2nd owner,₹7.75 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-hyderabad-10427840729/,1199cc
2021 MG HECTOR,22.61k km,Petrol,Auto,2nd owner,₹14.74 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-hyderabad-10460643724/,1451cc
2015 Nissan Micra,19.31k km,Petrol,Auto,2nd owner,₹3.75 lakh,https://www.cars24.com/buy-used-nissan-micra-2015-cars-hyderabad-10450847727/,1198cc
2020 Honda Amaze,29.65k km,Petrol,Manual,1st owner,₹6.33 lakh,https://www.cars24.com/buy-used-honda-amaze-2020-cars-hyderabad-10416348724/,1199cc
2022 Skoda SLAVIA,46.18k km,Petrol,Auto,1st owner,₹13.36 lakh,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10465246733/,999cc
2022 Hyundai ALCAZAR,39.73k km,Diesel,Auto,1st owner,₹18.61 lakh,https://www.cars24.com/buy-used-hyundai-alcazar-2022-cars-hyderabad-10494948735/,1493cc
2020 MG HECTOR,41.99k km,Diesel,Manual,1st owner,₹13.69 lakh,https://www.cars24.com/buy-used-mg-hector-2020-cars-hyderabad-10407748740/,1956cc
2018 Maruti Ciaz,97.72k km,Diesel,Manual,1st owner,₹6.35 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-hyderabad-10430343733/,
2019 Renault Duster,70.32k km,Diesel,Manual,1st owner,₹7.13 lakh,https://www.cars24.com/buy-used-renault-duster-2019-cars-hyderabad-10400244754/,1461cc
2022 Nissan MAGNITE,33.36k km,Petrol,Auto,1st owner,₹8.45 lakh,https://www.cars24.com/buy-used-nissan-magnite-2022-cars-hyderabad-10498845737/,999cc
2023 Maruti New Wagon-R,19.87k km,Petrol,Auto,1st owner,₹6.02 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2023-cars-hyderabad-10467447722/,1197cc
2021 Ford FREESTYLE,79.21k km,Petrol,Manual,1st owner,₹5.63 lakh,https://www.cars24.com/buy-used-ford-freestyle-2021-cars-hyderabad-18692947737/,1194cc
2024 KIA SONET,18.21k km,Petrol,Auto,1st owner,₹14.95 lakh,https://www.cars24.com/buy-used-kia-sonet-2024-cars-hyderabad-10404646747/,998cc
2023 Tata NEXON,45.60k km,Diesel,Auto,1st owner,₹11.77 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10443846780/,1497cc
2020 Mahindra XUV300,71.15k km,Diesel,Auto,2nd owner,₹8.69 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2020-cars-hyderabad-10438540720/,1497cc
2020 MG HECTOR,86.17k km,Diesel,Manual,2nd owner,₹12.77 lakh,https://www.cars24.com/buy-used-mg-hector-2020-cars-hyderabad-10458948728/,1956cc
2020 Maruti Eeco,22.92k km,Petrol,Manual,1st owner,₹4.33 lakh,https://www.cars24.com/buy-used-maruti-eeco-2020-cars-hyderabad-10467144783/,1196cc
2022 Mahindra XUV300,30.09k km,Petrol,Auto,1st owner,₹10.74 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2022-cars-hyderabad-10424646755/,1197cc
2018 Maruti Ciaz,37.35k km,Petrol,Auto,1st owner,₹6.94 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-hyderabad-10400643753/,1373cc
2020 KIA SELTOS,36.12k km,Petrol,Manual,1st owner,₹10.98 lakh,https://www.cars24.com/buy-used-kia-seltos-2020-cars-hyderabad-10416149733/,1497cc
2017 Honda Brio,93.22k km,Petrol,Manual,1st owner,₹3.39 lakh,https://www.cars24.com/buy-used-honda-brio-2017-cars-hyderabad-18675143787/,1198cc
2020 Ford FREESTYLE,72.63k km,Petrol,Manual,1st owner,₹5.16 lakh,https://www.cars24.com/buy-used-ford-freestyle-2020-cars-hyderabad-10436541784/,1194cc
2019 Mahindra XUV300,41.83k km,Petrol,Manual,1st owner,₹8.03 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2019-cars-hyderabad-10406642751/,1197cc
2022 Tata NEXON,39.34k km,Diesel,Auto,1st owner,₹10.43 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10456647723/,1497cc
2023 Mahindra XUV300,42.26k km,Petrol,Auto,1st owner,₹9.34 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2023-cars-hyderabad-10456243734/,1197cc
2020 Hyundai Creta,48.98k km,Petrol,Auto,2nd owner,₹13.30 lakh,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-hyderabad-10488631723/,1353cc
2023 Tata NEXON,48.25k km,Diesel,Manual,1st owner,₹11.98 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10481843714/,1497cc
2020 KIA SONET,85.54k km,Diesel,Manual,1st owner,₹9.02 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-hyderabad-10440442780/,1493cc
2018 Honda Jazz,68.75k km,Petrol,Manual,1st owner,₹5.36 lakh,https://www.cars24.com/buy-used-honda-jazz-2018-cars-hyderabad-13468641736/,1199cc
2024 KIA SELTOS,25.68k km,Petrol,Auto,1st owner,₹19.90 lakh,https://www.cars24.com/buy-used-kia-seltos-2024-cars-hyderabad-10439549749/,
2023 MG HECTOR PLUS,21.92k km,Petrol,Auto,1st owner,₹18.25 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2023-cars-hyderabad-10459440722/,1451cc
2019 Mahindra XUV300,70.57k km,Petrol,Manual,1st owner,₹8.14 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2019-cars-hyderabad-10408648727/,1197cc
2013 Hyundai Grand i10,80.22k km,Diesel,Manual,1st owner,₹3.45 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-hyderabad-15863743727/,1120cc
2015 Hyundai Verna,1.1L km,Petrol,Manual,2nd owner,₹5.05 lakh,https://www.cars24.com/buy-used-hyundai-verna-2015-cars-hyderabad-10763544724/,1591cc
2020 Hyundai GRAND I10 NIOS,57.55k km,Diesel,Manual,1st owner,₹6.25 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-hyderabad-10481542747/,1186cc
2022 Tata NEXON,3.20k km,Petrol,Manual,1st owner,₹10.96 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10479441708/,1199cc
2018 Tata NEXON,1.2L km,Diesel,Auto,2nd owner,₹7.85 lakh,https://www.cars24.com/buy-used-tata-nexon-2018-cars-hyderabad-10477644757/,1497cc
2021 Hyundai VENUE,29.47k km,Petrol,Auto,2nd owner,₹9.04 lakh,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-10470746724/,998cc
2022 Maruti S PRESSO,31.77k km,Petrol,Manual,1st owner,₹4.21 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2022-cars-hyderabad-10450841744/,
2022 Maruti Ertiga,28.24k km,Petrol,Auto,1st owner,₹10.08 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2022-cars-hyderabad-10450746743/,1462cc
2021 KIA SONET,64.53k km,Petrol,Manual,1st owner,₹8.11 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-hyderabad-10447648708/,998cc
2016 Renault Kwid,36.10k km,Petrol,Auto,1st owner,₹2.89 lakh,https://www.cars24.com/buy-used-renault-kwid-2016-cars-hyderabad-10444248746/,999cc
2017 Hyundai Verna,85.79k km,Diesel,Auto,1st owner,₹8.14 lakh,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-hyderabad-10426646747/,1582cc
2018 Hyundai Grand i10,28.87k km,Petrol,Auto,1st owner,₹4.94 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10407549700/,1197cc
2021 Volkswagen TAIGUN,46.16k km,Petrol,Manual,1st owner,₹11.16 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2021-cars-hyderabad-10400442727/,999cc
2014 Maruti Swift Dzire,1.1L km,Diesel,Manual,1st owner,₹4.75 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-hyderabad-10400343723/,1248cc
2019 Renault Kwid,52.09k km,Petrol,Manual,2nd owner,₹2.84 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-hyderabad-10420744736/,
2015 Maruti Alto K10,54.80k km,Petrol,Manual,2nd owner,₹2.25 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-hyderabad-10492649747/,998cc
2019 Tata Tiago,37.72k km,Petrol,Manual,1st owner,₹3.80 lakh,https://www.cars24.com/buy-used-tata-tiago-2019-cars-hyderabad-10467943743/,1199cc
2020 Maruti Ertiga,52.67k km,Petrol,Manual,2nd owner,₹7.77 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2020-cars-hyderabad-10419344740/,1462cc
2020 Maruti Swift,58.52k km,Petrol,Manual,2nd owner,₹5.06 lakh,https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10448643741/,1197cc
2017 Tata Tiago,82.02k km,Petrol,Manual,1st owner,₹3.65 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-hyderabad-10473942749/,1199cc
2013 Honda City,75.58k km,Petrol,Manual,3rd owner,₹3.50 lakh,https://www.cars24.com/buy-used-honda-city-2013-cars-hyderabad-10463142742/,1497cc
2021 Maruti Vitara Brezza,19.78k km,Petrol,Manual,1st owner,₹6.52 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-hyderabad-10488948742/,1462cc
2019 Tata Tiago,27.59k km,Petrol,Manual,1st owner,₹4.51 lakh,https://www.cars24.com/buy-used-tata-tiago-2019-cars-hyderabad-10460339747/,1199cc
2017 Hyundai Creta,26.01k km,Diesel,Manual,1st owner,₹9.63 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-hyderabad-10341145720/,1582cc
2018 Skoda Rapid,99.61k km,Diesel,Manual,1st owner,₹5.72 lakh,https://www.cars24.com/buy-used-skoda-rapid-2018-cars-hyderabad-10426444752/,1498cc
2021 Hyundai Creta,94.39k km,Diesel,Manual,1st owner,₹10.52 lakh,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-hyderabad-10441949746/,1493cc
2020 Datsun Redi Go,40.33k km,Petrol,Auto,1st owner,₹3.21 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2020-cars-hyderabad-10489347747/,999cc
2021 Renault TRIBER,38.17k km,Petrol,Manual,2nd owner,₹4.62 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-hyderabad-10474046711/,999cc
2017 Maruti Baleno,38.74k km,Petrol,Auto,1st owner,₹5.51 lakh,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-10465645724/,1197cc
2016 Ford Figo Aspire,66.65k km,Petrol,Manual,1st owner,₹3.68 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-hyderabad-10410847732/,1196cc
2018 Skoda Rapid,41.40k km,Petrol,Manual,2nd owner,₹5.90 lakh,https://www.cars24.com/buy-used-skoda-rapid-2018-cars-hyderabad-10492744733/,1598cc
2021 Volkswagen Polo,97.88k km,Petrol,Manual,1st owner,₹6.74 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-hyderabad-10448940732/,999cc
2021 Maruti Swift,67.36k km,Petrol,Auto,1st owner,₹5.17 lakh,https://www.cars24.com/buy-used-maruti-swift-2021-cars-hyderabad-10416239705/,1197cc
2021 Nissan MAGNITE,28.78k km,Petrol,Auto,1st owner,₹6.66 lakh,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-hyderabad-10416644786/,999cc
2017 Maruti Vitara Brezza,40.77k km,Diesel,Manual,1st owner,₹7.47 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-hyderabad-10477141720/,1248cc
2020 Honda Jazz,46.62k km,Petrol,Manual,1st owner,₹5.39 lakh,https://www.cars24.com/buy-used-honda-jazz-2020-cars-hyderabad-10487132769/,1199cc
2017 Ford Ecosport,39.17k km,Petrol,Manual,1st owner,₹6.52 lakh,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-hyderabad-10422547741/,1497cc
2019 KIA SELTOS,42.10k km,Diesel,Manual,1st owner,₹10.00 lakh,https://www.cars24.com/buy-used-kia-seltos-2019-cars-hyderabad-10461243730/,1493cc
2015 Hyundai Elite i20,56.58k km,Petrol,Manual,1st owner,₹4.88 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-hyderabad-10439943753/,1197cc
2015 Hyundai Elite i20,1.3L km,Petrol,Manual,1st owner,₹4.19 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-hyderabad-10425029766/,1197cc
2020 Hyundai AURA,59.20k km,Diesel,Manual,1st owner,₹5.82 lakh,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-hyderabad-10454441737/,1186cc
2016 Maruti Celerio,1.3L km,Petrol,Auto,1st owner,₹3.24 lakh,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-hyderabad-10443347737/,998cc
2014 Hyundai Grand i10,94.49k km,Petrol,Manual,2nd owner,₹3.01 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-hyderabad-10417846746/,1197cc
2021 Hyundai GRAND I10 NIOS,39.41k km,Petrol,Auto,1st owner,₹6.26 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-hyderabad-10450548726/,1197cc
2023 Tata NEXON,21.21k km,Petrol,Auto,1st owner,₹10.08 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10413627784/,1199cc
2018 Mahindra XUV500,1.0L km,Diesel,Auto,2nd owner,₹10.65 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-hyderabad-10493344733/,2179cc
2016 Hyundai Creta,74.49k km,Petrol,Auto,1st owner,₹7.81 lakh,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-hyderabad-10497849737/,1591cc
2021 Mahindra Thar,24.42k km,Petrol,Auto,1st owner,₹12.35 lakh,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-hyderabad-10472141729/,1997cc
2018 Hyundai Grand i10,70.58k km,Petrol,Auto,2nd owner,₹4.99 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10464941721/,1197cc
2015 Maruti Wagon R 1.0,75.61k km,Petrol,Manual,1st owner,₹3.32 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-hyderabad-10408548738/,998cc
2021 KIA SELTOS,68.27k km,Diesel,Auto,1st owner,₹11.59 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-hyderabad-10467442724/,1493cc
2019 Tata NEXON,77.93k km,Petrol,Auto,1st owner,₹7.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-hyderabad-10437949711/,1198cc
2019 Mahindra XUV300,69.80k km,Diesel,Manual,1st owner,₹8.50 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2019-cars-hyderabad-10451144739/,1497cc
2017 Tata TIGOR,46.23k km,Petrol,Manual,1st owner,₹4.59 lakh,https://www.cars24.com/buy-used-tata-tigor-2017-cars-bangalore-11193646746/,1199cc
2021 Maruti Swift,63.54k km,Petrol,Manual,1st owner,₹6.10 lakh,https://www.cars24.com/buy-used-maruti-swift-2021-cars-bangalore-10286749722/,1197cc
2014 Maruti Celerio,65.08k km,Petrol,Auto,2nd owner,₹3.32 lakh,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-bangalore-10222946749/,998cc
2017 Tata Tiago,58.25k km,Petrol,Manual,1st owner,₹4.05 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10253245744/,1199cc
2022 Maruti Ertiga,55.73k km,CNG,Manual,1st owner,₹10.77 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2022-cars-bangalore-10293043737/,1462cc
2013 Maruti Swift Dzire,20.30k km,Petrol,Manual,1st owner,₹4.07 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-bangalore-10073049785/,1197cc
2014 Ford Figo,57.77k km,Petrol,Manual,2nd owner,₹2.92 lakh,https://www.cars24.com/buy-used-ford-figo-2014-cars-bangalore-10268449725/,1196cc
2018 Hyundai Grand i10,42.51k km,Petrol,Auto,3rd owner,₹4.77 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-bangalore-10253446745/,1197cc
2014 Hyundai Grand i10,74.66k km,Diesel,Manual,2nd owner,₹3.65 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10228847730/,1120cc
2015 Hyundai Verna,79.34k km,Petrol,Manual,1st owner,₹5.60 lakh,https://www.cars24.com/buy-used-hyundai-verna-2015-cars-bangalore-10256947744/,1591cc
2016 Maruti Baleno,72.06k km,Petrol,Manual,1st owner,₹5.65 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-bangalore-10264745725/,1197cc
2020 Maruti New Wagon-R,22.06k km,Petrol,Manual,2nd owner,₹4.91 lakh,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-bangalore-10292848746/,1197cc
2016 Hyundai Grand i10,36.85k km,Petrol,Manual,2nd owner,₹4.51 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10283346744/,1197cc
2019 Ford FREESTYLE,36.93k km,Petrol,Manual,1st owner,₹5.60 lakh,https://www.cars24.com/buy-used-ford-freestyle-2019-cars-bangalore-10297649702/,1194cc
2021 Tata Tiago,11.07k km,Petrol,Manual,1st owner,₹5.92 lakh,https://www.cars24.com/buy-used-tata-tiago-2021-cars-bangalore-10225346737/,1199cc
2021 Renault Duster,20.57k km,Petrol,Manual,1st owner,₹8.55 lakh,https://www.cars24.com/buy-used-renault-duster-2021-cars-bangalore-10224643711/,1498cc
2018 Tata Tiago,32.89k km,Petrol,Manual,2nd owner,₹4.31 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-bangalore-11135742710/,1199cc
2017 Renault Duster,58.18k km,Petrol,Auto,2nd owner,₹5.71 lakh,https://www.cars24.com/buy-used-renault-duster-2017-cars-bangalore-10286847724/,1498cc
2016 Hyundai i10,49.09k km,Petrol,Manual,1st owner,₹3.60 lakh,https://www.cars24.com/buy-used-hyundai-i10-2016-cars-bangalore-10260146729/,1086cc
2014 Hyundai Grand i10,64.68k km,Diesel,Manual,1st owner,₹4.18 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10289546744/,1120cc
2020 Renault TRIBER,58.68k km,Petrol,Manual,1st owner,₹5.72 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-bangalore-13744340785/,999cc
2023 Mahindra SCORPIO-N,49.51k km,Diesel,Manual,1st owner,₹15.93 lakh,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-bangalore-10289940724/,2183cc
2019 Hyundai Grand i10,80.82k km,Petrol,Manual,1st owner,₹5.50 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-bangalore-10284248742/,1197cc
2023 Maruti FRONX,12.38k km,Petrol,Auto,1st owner,₹9.12 lakh,https://www.cars24.com/buy-used-maruti-fronx-2023-cars-bangalore-10222943726/,1197cc
2022 Renault TRIBER,17.55k km,Petrol,Auto,2nd owner,₹6.15 lakh,https://www.cars24.com/buy-used-renault-triber-2022-cars-bangalore-10262547741/,999cc
2018 Hyundai Elite i20,99.44k km,Diesel,Manual,1st owner,₹6.53 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-bangalore-10219547749/,1396cc
2019 Mahindra XUV300,31.64k km,Petrol,Manual,1st owner,₹8.00 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2019-cars-bangalore-10287644743/,1197cc
2021 Maruti Eeco,74.59k km,Petrol,Manual,1st owner,₹4.75 lakh,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-bangalore-10290149743/,1196cc
